id;celda;fecha_hora;pot_activa;pot_reactiva
605866412;SM03;8/09/2025 06:00;1.852;-0.574
605866472;SM03;8/09/2025 21:00;4.966;0.246
609123284;SM04;9/09/2025 00:00;-1.732;0.097
609123306;SM04;9/09/2025 05:30;-2.002;0.001
609123324;SM04;9/09/2025 10:00;-1.447;0.242
609123343;SM04;9/09/2025 14:45;-1.508;0.206
609123347;SM04;9/09/2025 15:45;-1.545;0.194
612372907;SM04;10/09/2025 12:00;-1.395;0.275
615626188;SM03;11/09/2025 15:00;3.813;0.438
615626210;SM03;11/09/2025 20:30;5.137;0.452
615632538;SM04;11/09/2025 23:45;-1.585;0.036
596109586;SM04;5/09/2025 19:30;-0.72;-0.223
596106456;SM03;5/09/2025 05:00;2.569;-0.121
596106472;SM03;5/09/2025 09:00;3.517;0.358
596106493;SM03;5/09/2025 14:15;3.755;0.303
599362033;SM04;6/09/2025 05:30;-1.958;-0.084
437056684;SM04;12/02/2025 00:15;0;0
437056766;SM04;12/02/2025 20:45;0;0
437495250;SM04;13/02/2025 13:15;0;0
436179586;SM03;10/02/2025 09:45;0;0
436179698;SM04;10/02/2025 13:45;0;0
436179724;SM04;10/02/2025 20:15;0;0
436618100;SM03;11/02/2025 06:15;0;0
436618126;SM03;11/02/2025 12:45;0;0
435302324;SM03;8/02/2025 06:15;0;0
435302332;SM03;8/02/2025 08:15;0;0
435302365;SM03;8/02/2025 16:30;0;0
435302385;SM03;8/02/2025 21:30;0;0
435302431;SM04;8/02/2025 09:00;0;0
435302449;SM04;8/02/2025 13:30;0;0
435302409;SM04;8/02/2025 03:30;0;0
635163301;SM04;17/09/2025 08:00;-1.364;0.206
635164292;SM03;17/09/2025 15:45;3.878;0.458
625397595;SM04;14/09/2025 01:45;-1.876;0.06
625397635;SM04;14/09/2025 11:45;-1.11;0.187
625397640;SM04;14/09/2025 13:00;-1.025;0.199
628656612;SM04;15/09/2025 04:00;-2.146;-0.012
628656634;SM04;15/09/2025 09:30;-1.292;0.295
628650391;SM03;15/09/2025 20:15;5.181;0.46
628650393;SM03;15/09/2025 20:45;5.127;0.463
612372796;SM03;10/09/2025 08:15;3.444;0.078
612372832;SM03;10/09/2025 17:15;3.794;0.331
612372768;SM03;10/09/2025 01:15;2.691;-0.181
615626168;SM03;11/09/2025 10:00;3.711;0.404
615626200;SM03;11/09/2025 18:00;3.982;0.373
615632473;SM04;11/09/2025 07:30;-1.71;-0.043
615632487;SM04;11/09/2025 11:00;-1.433;0.262
618886916;SM04;12/09/2025 21:00;-0.862;0.188
622141062;SM04;13/09/2025 03:00;-2.059;-0.003
622141103;SM04;13/09/2025 13:15;-1.378;0.257
622134723;SM03;13/09/2025 14:00;3.84;0.508
622134737;SM03;13/09/2025 17:30;3.811;0.464
599362013;SM04;6/09/2025 00:30;-1.799;-0.085
599362020;SM04;6/09/2025 02:15;-2.021;-0.049
599362062;SM04;6/09/2025 12:45;-1.424;0.228
599359028;SM03;6/09/2025 22:15;4.315;-0.077
602613467;SM03;7/09/2025 08:00;2.81;-0.17
602613479;SM03;7/09/2025 11:00;3.316;-0.008
602613615;SM04;7/09/2025 21:00;-0.978;0.238
602613562;SM04;7/09/2025 07:45;-1.949;-0.137
602613579;SM04;7/09/2025 12:00;-1.475;0.219
609123298;SM04;9/09/2025 03:30;-2.085;0
434649975;SM04;6/02/2025 23:00;0;0
433333933;SM03;3/02/2025 04:00;0;0
433772545;SM03;4/02/2025 01:15;0;0
433772555;SM03;4/02/2025 03:45;0;0
433772609;SM03;4/02/2025 17:15;0;0
433772696;SM04;4/02/2025 15:00;0;0
433772680;SM04;4/02/2025 11:00;0;0
434211250;SM03;5/02/2025 21:30;0;0
